{'guid': '85709db3-6ab2-47b1-813b-d9e792763b05', 'typeName': 'business.Category', 'bussinessDomain': '第一批数据'}
{'guid': '91e9a690-e7db-4d34-bfe4-f8f9b7529298', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'bd7c8f11-d1c6-4182-927a-451bf8558cd7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a1ba09fa-85c5-49d3-b236-5e24ae10377c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4fc136a9-4c3c-46d6-ad23-20960f5a41f4', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '33042a06-26dc-4aef-b178-8f4b558513a5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ed2a1b7f-145a-4541-9cb4-50e4add1ed60', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2cb70714-72e9-4cbe-bae4-320351c23742', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '74278afd-0d37-480a-af78-c6d89f01d84f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '1f5acc6b-cc3f-4027-8bce-ed5510e4d4dc', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6491a109-bc36-4a5c-93db-ee65f8d4d37d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'f136b7a8-32b7-4581-8919-59cdf43fd77d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '960487b3-bdaa-45a6-8219-cf133649e607', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4870b366-3d60-42c9-8b83-c1b197d54857', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd117aa80-1aed-4aa0-9829-181370f27a3d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '9cf64883-b597-498c-9d5b-708298400199', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '07af5ee4-1c72-46cd-b219-d46caf8c22d8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '34f7d2d9-dacc-49ce-9975-5b5c4a45019d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3606cf7d-7aca-4a51-a4a2-d339721a2083', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'cbefed75-cc1c-4144-829a-62cdb96940fd', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd3fb482f-d513-4a37-bd71-849d9839e711', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '26634a79-6d11-431a-9f9e-13891dc92ca6', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c894f14f-5783-451c-9e96-c931344c4c8f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '420e16dd-b890-4104-b8f0-54ac3eb8d034', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '9c0645c8-c563-4d32-bbd2-e47bbb804aca', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '8ca403c8-e50a-4b6a-b5a2-9c91dd6f9692', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '74deb770-1ebf-44ef-a467-6b75906c5f86', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c972d0ae-168e-48f8-90e8-7433648ec13a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5588dfe3-0403-41ed-bd4f-d07531fdc263', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '79758f21-7b4a-4cdc-bda5-afb4bdf15171', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2160c2ff-0db8-4435-8db3-210a277c0ca0', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c980738b-8240-4b75-8eff-3ff2c2931c4f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'f3835824-2735-48d1-823f-22b64ac5b07d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7be22c5c-0902-4b36-8120-044090482c32', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'cf3384d0-877c-45c2-960a-cf86a6a84fb9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '538e7c83-58a1-4f49-8ba9-d09a08a6305a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5e288a39-80ce-4361-9a2d-4e74a9d3cb58', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '68f4b4a7-2431-406b-a2a3-5c54ee33f889', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2bb71222-1f7d-42f9-b53f-35fa72423096', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '721a505d-330c-4dea-b3e1-66091832e1d2', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd269d91a-2b46-4b59-87f4-1a4d64dea27e', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '503e9ada-f75b-4275-8141-a09e91b3b3e5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5ffc9e50-71cb-4beb-ac9c-b2478c35828b', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c6356050-d62b-40fa-bfd1-ec66ed3ed46e', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '36a6c0ea-2a84-40bf-a515-5ffcd56910da', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '35f5ca24-6fed-4ced-a668-616208e5def7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6274a26d-33cc-4952-8f00-7fd4d870c066', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '436310e7-cda6-44cb-9910-9e6174a28c94', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ee96348f-1388-4517-85ab-59eed9ba4c9a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6955dec2-74a8-45d2-b76d-fa4b7487a0e8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'eee00077-66b1-46bc-b29f-6a2b64e6e344', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '1fe41d96-d5d3-4a1d-82bf-a87662cb7b89', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd0e1e7e4-f58b-46dd-9945-45d6dd294271', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '865e2559-7512-4087-a50b-5f442df0857a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3117582f-7036-4ec6-ae95-c3473abb4798', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '10653dc2-35f8-4d15-8c25-86af82462526', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3a9f8181-9253-4b30-9f5e-369ad8464d9b', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6f8eed48-f426-4914-9c96-8b450bc16f66', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5ac67c03-bf26-4456-b7ed-d3a6b12f751c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '856af5b4-afa4-49f7-94d1-fb1dd383019e', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ce13c3f8-3e52-4b09-8df3-b9135afc3332', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3ad88295-cf61-47cb-87b5-b48e1ac5c7d8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ce997001-4b3a-4621-abc6-b81669ad1029', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5bdb7b00-03f5-4b11-9ce0-91d8e91fe421', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '439b2176-1686-4418-8699-64a1b6601563', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '0abffce5-f83c-46c6-8547-dfc55a289ade', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '615708a6-1e5d-4e4e-afac-be9f6307d1ea', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4ce86d0c-b07a-4411-ad55-e05ab61d0f2c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '36bc7e59-f52c-4334-9a5e-1223c85889e0', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6270baed-d514-47af-b195-5a5ca1a1749a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7da0369e-ca03-4816-9b1a-4841d4a0a4d8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6a529dab-ac08-446f-b9fe-1183ef722c35', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2494dafb-e1da-44f5-b154-2e19742686e9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a45df9f4-4227-4e71-8ab1-7f92975386f9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3ced7027-4643-4af5-9058-077c638a01ba', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7ad1047d-70ea-4fe9-9607-f1f0ccccee7a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '48e7a5d1-774a-443d-8757-a0ef566ce19d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7e3021ed-97f9-4e34-92c1-b076bc2063b8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2e178d73-11db-44a3-9054-2d447d52d321', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b3616c0a-f892-4d8e-8538-8abdbef7bd6d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '50758134-32d1-4b76-a6a8-140bb6746b70', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'cb5e73a8-b3cb-4867-9040-ede76ae5c05f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '14f6e1a1-dbc2-450b-ae04-62410c8fa82f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'fb7dce76-1e7f-43f0-a5df-8be2b7be3147', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '981bd4bc-7fb1-473e-9b60-8c735f265965', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '694b5dd4-57ba-44e4-a908-ddd8a3dde765', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'f80c6ab5-1423-4cdf-9cde-68e6224e9f58', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2c9edbe5-8ad4-410b-b459-8d6670d69692', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3474bb2e-a9e3-40a5-b58b-04e3c0586a5c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '453ec395-ed8f-47b9-b187-c71c00499065', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'bc65fd71-2612-4e16-9226-c7945a10119a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'e556c122-0761-43a3-a498-5be2b7a61a81', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '974d208c-91a2-4d83-bd6d-bfc2a84fd174', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6d5d671b-3f61-460a-b02a-ddf9064d49b0', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd52c5e5f-fd65-4148-8872-eebce14160b6', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6552b34b-fa5c-4b83-b5e8-fd5bd9d1dc26', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '44feac72-e3a5-452f-9de7-58bd141aed45', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a3d49e73-b3f4-406a-a3bf-713f508e9fc7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ade6673b-1046-4390-bf7a-7b12047a0e5f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3ffcb737-2fea-4cf2-9c0a-725426b9936c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dfb407f3-7c7e-4c1a-b3c4-a2ba96d64fde', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c36cef83-a091-441a-a2ca-0deaffa710c5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dff386ce-5ff1-40cd-b009-151faacef399', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '053182ae-8528-422e-9813-4109a6f38fc9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '67d15ed9-865e-4bee-8454-68b64c3a138b', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dffdb04b-6743-4f39-99f9-918ffa4f997d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ecbacbe9-8505-4889-b119-b96da1a25105', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'fae4c72b-4c50-43d7-874f-2b5e8b64a5d5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '97dafaf7-fdde-4602-a8f4-d86d9124be91', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd7adbed6-95e8-4ff9-a647-a0804cade51f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ed23f4f1-e477-4e34-9ada-fbf06cbcc52a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'eb407b1d-9912-4b69-911b-63e9b4b03229', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'affe2d73-f924-4d74-93e2-99c8811319eb', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '8a91b930-3793-4f23-8686-54e0c6d78e34', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'bbe4aa4a-7ef9-4a3d-9088-1a9d16c089f9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'fdb15b78-ad42-4049-8fe2-2b34a8f96c99', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '9d476d4a-ceda-4089-adc4-c5e99a8971c3', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '975b5b52-ffe7-4c86-812f-0116c3f51a4a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dff8ad44-4b6d-4363-807a-9eac99c2a260', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '9b07c7eb-1dbe-4493-8da3-7ed2fc0f048f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '434a2efb-f68a-4dc1-a6fc-b20c9c15ca60', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '52182306-96c6-4ebc-afa1-18770b07835d', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '92529ec0-da09-4b3e-a4a1-bc4becdd9214', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'da290c22-42b3-49e2-b5e8-cb1e1b688641', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '19e3a4aa-c951-4b97-924a-8ca6fcc50ede', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '11471a5f-dfdf-4d20-97f2-e81c396b72f3', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '60f50ec5-153f-4f5c-81b0-688117c66cdd', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '68baf34a-f219-4873-8172-4a8dba1cbc97', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd45dc6ed-9014-4a70-b5bd-d637f9a87e35', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a09bb046-0dc3-4e58-9041-6f407ec6eb5c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'bb20f392-4605-4a1a-9691-16bd91f6d689', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7045d64f-757f-458f-a9ce-7cb116df1cb7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '3cb5d8ab-de9c-4816-a3d6-8eeb661797ba', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c486c8d1-e67c-4f14-bf1c-f16214ae93d4', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ef18556e-0229-4edd-9463-6b8c8bc66f76', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '625dc657-2e05-46e9-a63b-28bd2c9afbc1', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a67c9ff5-7270-4e86-bf71-659b536d92c2', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'bc23f1be-a83d-42af-8727-388b2a9aa994', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '250ff857-8542-4e6c-90e1-1c88ebabc148', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'daad4700-edca-4615-8468-4d29c10b0de6', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c768bd58-63d8-4891-9818-e1f902255542', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b550de21-407b-4e3f-ac57-183e5ccb09b3', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '16ad0a56-3f47-450d-87b7-37d723b07a49', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ef603ec4-77d1-4f25-9336-cef0eff875e8', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dbb2e016-ca3c-4214-b376-0f943689582f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a6519c64-b5ac-42ea-ab26-3944a3d4710a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '8d415df2-fd04-4120-9d9d-8f5f32f85f21', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '6121ec24-3b58-4b94-84aa-1cd8db048054', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '162643cc-0593-4dcb-95dc-8e1ab949429a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'e49caf0d-cb48-4937-8441-0cc0a382bc4f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'e7341274-d344-48be-902a-98005adc753f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '13bb6923-9456-4b70-9212-f434e18e33fe', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7f70b4d0-53aa-45bb-a5f4-e95694275b4a', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '63732a4c-0269-4eff-aa1c-ecfa6755a717', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a7a9e18d-78d6-461a-948b-5fa85926616f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '8fc2584b-b510-4577-9cf4-7e184d237e25', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '00cb99d8-feed-4487-9348-8cd6d848addc', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'f1d66449-6ed8-40d0-ab0d-4512fdb88818', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '747f27f9-f116-48df-82fc-8e8c6464df66', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '5db23244-399f-47ed-8d04-e7c1816fa721', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4f202862-9166-4daf-b21a-03bfdf0ae3eb', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a9f8d521-0fc2-46e4-aae7-4ee7db34380f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'faf3a14f-d0a2-4425-a470-91b981be0101', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b703fac4-bd6a-4cae-811f-936a969e486c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '438d9290-a683-4373-9956-fbbb0302c8b5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '645e1a38-49d1-4ee4-bc27-c90287ce5f25', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '072e3408-e619-4ffc-afab-cc84f10633dc', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '2c988ee4-6945-4403-bf1f-0e071119fd05', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '89133d81-88af-4de3-9f79-01176029b003', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ae5c6c35-ec5a-4d66-ae29-82bbe9e3d79b', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ba37d588-e16b-4a9f-a30a-edba03ec2419', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd343059e-e440-42a1-a11f-078f97f95e0e', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c6adc6e8-71e8-471e-9c50-f5adaf341297', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'a1aefa89-44a4-4b39-aa06-12d369063399', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '50684c98-ea71-4e52-9e27-564165fb815c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c2d9861b-5b0d-44d1-9c48-bac2f5c08508', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '74f4610b-08d6-4503-a8a2-4c38156f0d1f', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '7566b067-e869-4bad-8972-9af89fcd9413', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd2c3f318-ac68-4e3b-b66f-61eea731218c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd9dce5d4-9f03-4bc8-8c67-a1949c3d51d9', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'd8c97655-052b-49a3-b341-c8d1cc08d2c7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'edbf7e04-5d7e-41a6-8003-da34a134efa7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '0a054b16-028e-4cc0-a91b-7a8476900c04', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'e6a1dc33-cfe0-445d-9083-8c9177d66dc1', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '1ba0e1c8-8b1b-4e07-bcf6-d0fc25c8052c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ec5936ab-8b62-41ae-b76e-7e61b8098012', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'dd290609-9adc-4ff1-b8eb-d661f60c6ed7', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'ac4bc68d-b006-49f2-b8cf-c354f9e8ced5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '33fbdb96-7dd2-456b-9783-8cf005946c45', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b8a28625-fa48-40bc-a478-e2b2fb41aa21', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4f842c59-ceaa-408b-a122-2cef18826da4', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b4630ecd-2647-4c11-b66a-617344a1ce0e', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '210bc148-4067-4484-9ef4-6688a529fcf5', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'c2ed2462-d1d1-45de-a013-daedaf2e5cf6', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'fbebeb35-f1c0-4d14-b9cb-9901d5c1ce4c', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '8a1e18a7-9fb1-44c8-bab5-01b3fca7e5ac', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': 'b5114a67-0b3b-4408-9539-928e432fbafd', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
{'guid': '4e2a55fd-087a-4fd6-b403-0a652f19bd54', 'typeName': 'business.LogicEntityField', 'bussinessDomain': '第一批数据'}
